Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
654,30-03-2017,30-03-2017,02-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,my brother's engagement,Not Available,Forex Intern,Approved
143,06-04-2017,06-04-2017,26-10-2015,Sick Leave Confirmed COE,Health issue,null,Trainee Dealer,Approved
143,18-04-2017,18-04-2017,26-10-2015,Earned Leave Confirmed COE,health issue,null,Trainee Dealer,Approved
143,12-01-2017,12-01-2017,26-10-2015,Earned Leave Confirmed COE,Personal work,null,Trainee Dealer,Approved
143,14-03-2017,14-03-2017,26-10-2015,Earned Leave Confirmed COE,Family function,null,Trainee Dealer,Approved
143,14-02-2017,14-02-2017,26-10-2015,Earned Leave Confirmed COE,I am having personal work,null,Trainee Dealer,Rejected
143,28-02-2017,28-02-2017,26-10-2015,Earned Leave Confirmed COE,Health issue,null,Trainee Dealer,Rejected
191,27-01-2017,27-01-2017,01-06-2016,Earned Leave Intern COE,As there is family function at my place,null,Forex Intern,Approved
191,14-03-2017,14-03-2017,01-06-2016,Earned Leave Intern COE,was having some health issue ,null,Forex Intern,Approved
191,21-03-2017,21-03-2017,01-06-2016,Earned Leave Intern COE,Was having some health issue.,null,Forex Intern,Approved
191,03-04-2017,03-04-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern,There was some personal issue. ,null,Forex Intern,Approved
191,01-02-2017,01-02-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern,was having health issue.,null,Forex Intern,Approved
191,13-02-2017,15-02-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern,wedding ceremony of relative.,null,Forex Intern,Approved
191,02-05-2017,03-05-2017,01-06-2016,Leave Without Pay for SixCap Mumbai COE Intern, Out of station,null,Forex Intern,Approved
738,06-04-2017,06-04-2017,02-01-2017,Earned Leave Intern COE,i have a doctor's appointment,Not Available,Forex Intern,Approved
738,13-04-2017,13-04-2017,02-01-2017,Earned Leave Intern COE,Sick leave,Not Available,Forex Intern,Approved
738,20-04-2017,20-04-2017,02-01-2017,Earned Leave Intern COE,i had fallen ill,Not Available,Forex Intern,Approved
738,19-04-2017,19-04-2017,02-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,i had fallen ill,Not Available,Forex Intern,Approved
738,21-04-2017,21-04-2017,02-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,I have got food poisoning  and it has become  worse so cannot come today,Not Available,Forex Intern,Approved
738,15-03-2017,21-03-2017,02-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,i had to go out of the country to meet my father,Not Available,Forex Intern,Approved
738,02-05-2017,03-05-2017,02-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,my grandfather is in the hospital and his condition is critical so i will be going to my home town in Gujarat to see him,Not Available,Forex Intern,Approved
860,02-05-2017,05-05-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,Final Exam,Finance,Forex Intern,Pending
83,18-04-2017,20-04-2017,16-02-2015,Sick Leave Confirmed COE,I was not able to attend office as I had to cost doctor for my physical therapy for slip disc.,null,Forex Trader,Approved
83,10-04-2017,11-04-2017,16-02-2015,Earned Leave Confirmed COE,Going out of town,null,Forex Trader,Approved
83,17-03-2017,17-03-2017,16-02-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,urgent leave: due to some unforeseen family emergency I will not be able to attend office today. apologies for inconvenience.,null,Forex Trader,Approved
83,12-01-2017,12-01-2017,16-02-2015,Casual Leave Confirmed COE,Medical Reason,null,Forex Trader,Rejected
83,23-01-2017,08-02-2017,16-02-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Appendicitis Surgery,null,Forex Trader,Rejected
125,05-04-2017,05-04-2017,01-09-2016,Casual Leave Confirmed COE,bank related work,null,Trainee Dealer,Approved
125,27-02-2017,27-02-2017,01-09-2016,Earned Leave Confirmed COE,I have some personal work on 27-02-2017. Unable to attend . please permit my leave,null,Trainee Dealer,Rejected
125,02-01-2017,02-01-2017,01-09-2016,Earned Leave Confirmed COE,"I took leave on monday (2/01/2017), as their were some family functions(rituals). kindly consider my leave.",null,Trainee Dealer,Rejected
426,09-02-2017,09-02-2017,29-11-2016,Earned Leave Intern COE,need to visit Mumbai university,Not Available,Forex Intern,Approved
426,27-01-2017,27-01-2017,29-11-2016,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
426,02-03-2017,02-03-2017,29-11-2016,Earned Leave Intern COE,health issue,Not Available,Forex Intern,Approved
426,03-03-2017,03-03-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Approved
426,08-03-2017,08-03-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,emergency,Not Available,Forex Intern,Approved
426,22-03-2017,22-03-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,need yo attend convocation in college,Not Available,Forex Intern,Approved
129,10-04-2017,10-04-2017,01-09-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Approved
129,02-03-2017,02-03-2017,01-09-2016,Earned Leave Confirmed COE,personal emergency,null,Trainee Dealer,Approved
129,10-03-2017,10-03-2017,01-09-2016,Earned Leave Confirmed COE,going out of town,null,Trainee Dealer,Approved
129,16-03-2017,16-03-2017,01-09-2016,Earned Leave Confirmed COE,Medical emergency ,null,Trainee Dealer,Approved
129,23-03-2017,23-03-2017,01-09-2016,Earned Leave Confirmed COE,medical emergency,null,Trainee Dealer,Approved
129,28-03-2017,28-03-2017,01-09-2016,Earned Leave Confirmed COE,family function,null,Trainee Dealer,Approved
129,05-01-2017,05-01-2017,01-09-2016,Earned Leave Confirmed COE,personal emergency ,null,Trainee Dealer,Rejected
129,16-01-2017,16-01-2017,01-09-2016,Earned Leave Confirmed COE,not feeling well,null,Trainee Dealer,Rejected
129,17-01-2017,17-01-2017,01-09-2016,Earned Leave Confirmed COE,cold cough fever,null,Trainee Dealer,Rejected
129,18-01-2017,18-01-2017,01-09-2016,Earned Leave Confirmed COE,cold cough fever ,null,Trainee Dealer,Rejected
129,25-01-2017,25-01-2017,01-09-2016,Earned Leave Confirmed COE,need to attend wedding reception,null,Trainee Dealer,Rejected
129,27-01-2017,27-01-2017,01-09-2016,Earned Leave Confirmed COE,medical emergency,null,Trainee Dealer,Rejected
129,01-02-2017,01-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,personal emergency,null,Trainee Dealer,Rejected
129,16-02-2017,16-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,not well,null,Trainee Dealer,Rejected
129,23-02-2017,23-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Medical emergency at home,null,Trainee Dealer,Rejected
642,03-03-2017,03-03-2017,01-01-2017,Earned Leave Intern COE,have some Family works,Not Available,Forex Intern,Approved
642,17-04-2017,19-04-2017,01-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Going to hometown ,Not Available,Forex Intern,Pending
131,02-03-2017,02-03-2017,01-09-2016,Earned Leave Confirmed COE,Personal emergency,null,Trainee Dealer,Approved
131,16-03-2017,16-03-2017,01-09-2016,Earned Leave Confirmed COE,personal issue,null,Trainee Dealer,Approved
131,22-03-2017,22-03-2017,01-09-2016,Earned Leave Confirmed COE,family medical emergency,null,Trainee Dealer,Approved
131,11-04-2017,11-04-2017,01-09-2016,Casual Leave Confirmed COE,Medical emergency at home,null,Trainee Dealer,Approved
131,18-04-2017,18-04-2017,01-09-2016,Casual Leave Confirmed COE,Personal emergency ,null,Trainee Dealer,Approved
131,27-01-2017,27-01-2017,01-09-2016,Sick Leave Confirmed COE,Having high fever,null,Trainee Dealer,Rejected
131,22-12-2016,22-12-2016,01-09-2016,Earned Leave Confirmed COE,Out of station,null,Trainee Dealer,Rejected
131,10-02-2017,10-02-2017,01-09-2016,Earned Leave Confirmed COE,Personal emergency,null,Trainee Dealer,Rejected
131,17-01-2017,17-01-2017,01-09-2016,Earned Leave Confirmed COE,Personal Emergency,null,Trainee Dealer,Rejected
131,17-01-2017,17-01-2017,01-09-2016,Earned Leave Confirmed COE,Personal Emergency,null,Trainee Dealer,Rejected
131,18-01-2017,18-01-2017,01-09-2016,Earned Leave Confirmed COE,Personal emergency,null,Trainee Dealer,Rejected
131,10-01-2017,10-01-2017,01-09-2016,Casual Leave Confirmed COE,Personal Emergency,null,Trainee Dealer,Rejected
131,17-02-2017,17-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Personal Issue,null,Trainee Dealer,Rejected
131,24-02-2017,24-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Personal emergency,null,Trainee Dealer,Rejected
131,24-01-2017,24-01-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,medical emergency at Home,null,Trainee Dealer,Rejected
131,31-01-2017,31-01-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,personal emergency ,null,Trainee Dealer,Rejected
131,25-04-2017,25-04-2017,01-09-2016,Sick Leave Confirmed COE,Not well,null,Trainee Dealer,Pending
131,27-04-2017,27-04-2017,01-09-2016,Earned Leave Confirmed COE,Not  well,null,Trainee Dealer,Pending
131,28-04-2017,28-04-2017,01-09-2016,Earned Leave Confirmed COE,Medical Emergency At home,null,Trainee Dealer,Pending
634,08-03-2017,08-03-2017,17-01-2017,Earned Leave Intern COE,Because of Train problem,Not Available,Forex Intern,Approved
634,25-04-2017,26-04-2017,17-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,because i am not well i had fever,Not Available,Forex Intern,Approved
634,11-04-2017,18-04-2017,17-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,because of college final exam,Not Available,Forex Intern,Pending
458,09-03-2017,09-03-2017,02-12-2016,Earned Leave Intern COE,Not feeling well having throat infection  ,Not Available,Forex Intern,Approved
458,24-03-2017,24-03-2017,02-12-2016,Earned Leave Intern COE,Religious function at home,Not Available,Forex Intern,Approved
458,07-04-2017,07-04-2017,02-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Submission of Passport Application and Documents ,Not Available,Forex Intern,Approved
458,11-04-2017,11-04-2017,02-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well having fever,Not Available,Forex Intern,Approved
458,10-02-2017,14-02-2017,02-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,To attend religious trip to native place,Not Available,Forex Intern,Approved
458,03-05-2017,09-05-2017,02-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Appering for IPC Exam,Not Available,Forex Intern,Pending
189,17-04-2017,17-04-2017,01-06-2016,Earned Leave Confirmed COE,FAMILY FUNCTION,null,Trainee Dealer,Approved
189,17-03-2017,17-03-2017,01-06-2016,Earned Leave Confirmed COE,Due to some personal work ,null,Trainee Dealer,Approved
189,31-03-2017,31-03-2017,01-06-2016,Earned Leave Confirmed COE,Due to some personal work,null,Trainee Dealer,Approved
189,13-01-2017,13-01-2017,01-06-2016,Earned Leave Intern COE,due to some prior commitment ,null,Trainee Dealer,Approved
189,24-02-2017,24-02-2017,01-06-2016,Earned Leave Confirmed COE,Due to some prior commitments,null,Trainee Dealer,Rejected
741,03-04-2017,03-04-2017,22-02-2017,Earned Leave Intern COE,Internal Exam,Not Available,Forex Intern,Approved
741,04-04-2017,04-04-2017,22-02-2017,Earned Leave Intern COE,Internal Exam,Not Available,Forex Intern,Approved
741,27-03-2017,27-03-2017,22-02-2017,Earned Leave Intern COE,Project Presentation,Not Available,Forex Intern,Approved
741,06-04-2017,06-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Internal Exam,Not Available,Forex Intern,Approved
741,07-04-2017,07-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Internal Exam,Not Available,Forex Intern,Approved
741,10-04-2017,10-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,out of station,Not Available,Forex Intern,Approved
741,13-04-2017,13-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid_Semester(Exam),Not Available,Forex Intern,Approved
741,14-04-2017,14-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid_semester(Exam),Not Available,Forex Intern,Approved
741,18-04-2017,18-04-2017,22-02-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid_semester(EXAM),Not Available,Forex Intern,Approved
852,18-04-2017,18-04-2017,15-03-2017,Earned Leave Intern COE,My health was not well so i could not come to the office at that day.,Finance,Forex Intern,Approved
852,24-04-2017,28-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,Final Exams.,Finance,Forex Intern,Approved
852,02-05-2017,02-05-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,I have a remedial exam in college.,Finance,Forex Intern,Approved
852,21-04-2017,21-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,I have a presentation and viva at college and sir i have to also submit pending projects and assignments so i cant come. ,Finance,Forex Intern,Rejected
632,20-04-2017,20-04-2017,25-01-2017,Earned Leave Intern COE,project presentation,Not Available,Forex Intern,Approved
632,14-02-2017,14-02-2017,25-01-2017,Earned Leave Intern COE,"sir, i have taken an emergency leave on 14th, and on that day my ve credentials has not been activated, so i am requesting for the ticket now.",Not Available,Forex Intern,Approved
632,10-03-2017,10-03-2017,25-01-2017,Earned Leave Intern COE,"am sick, suffering from chickenpox.",Not Available,Forex Intern,Approved
632,21-03-2017,21-03-2017,25-01-2017,Earned Leave Intern COE,project work,Not Available,Forex Intern,Approved
632,27-03-2017,27-03-2017,25-01-2017,Earned Leave Intern COE,submissions,Not Available,Forex Intern,Approved
632,28-03-2017,28-03-2017,25-01-2017,Earned Leave Intern COE,submissions in college.,Not Available,Forex Intern,Approved
632,05-04-2017,07-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,exams in college,Not Available,Forex Intern,Approved
632,26-04-2017,28-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,university end semester(final) examinations,Not Available,Forex Intern,Approved
632,27-02-2017,27-02-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,i need to attend college due to some project work.,Not Available,Forex Intern,Approved
632,06-03-2017,06-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,have to attend college to complete practicals.,Not Available,Forex Intern,Approved
632,02-05-2017,02-05-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,police verification for passport,Not Available,Forex Intern,Approved
632,17-04-2017,17-04-2017,25-01-2017,Earned Leave Intern COE,submissions in college,Not Available,Forex Intern,Rejected
48,23-02-2017,23-02-2017,01-09-2016,Sick Leave Confirmed VHR,sick leave,Talent Acquitision,Specialist Recruitment,Approved
48,24-02-2017,24-02-2017,01-09-2016,Sick Leave Confirmed VHR,Iam not well ,Talent Acquitision,Specialist Recruitment,Approved
48,27-01-2017,27-01-2017,01-09-2016,Casual Leave Confirmed VHR,Iam going to my my hometown to attend religious function,Talent Acquitision,Specialist Recruitment,Approved
847,28-04-2017,28-04-2017,15-03-2017,Earned Leave Intern COE,COLLECTION OF HALL TICKET.,Finance,Forex Intern,Approved
847,18-04-2017,18-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,SUBMISSIONS,Finance,Forex Intern,Approved
847,10-04-2017,10-04-2017,15-03-2017,Earned Leave Intern COE,PROJECT INTERNAL PRESENTATION.,Finance,Forex Intern,Rejected
847,17-04-2017,17-04-2017,15-03-2017,Earned Leave Intern COE,SUBMISSIONS AND SESSION ORGANISED BY COLLEGE.,Finance,Forex Intern,Rejected
599,03-02-2017,03-02-2017,21-12-2016,Earned Leave Intern COE,Casual,Finance,AVP,Approved
599,01-05-2017,05-05-2017,21-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,"I am having exams on 2nd,4th,6th and 8th may, as examination center is far from ahemedabad i am applying for leave from 1st may to 8th may ",Finance,AVP,Approved
484,17-04-2017,17-04-2017,13-12-2016,Earned Leave Intern COE,Not Well,Not Available,Forex Intern,Approved
484,25-01-2017,25-01-2017,13-12-2016,Earned Leave Intern COE,Had to attend felicitation program of college.,Not Available,Forex Intern,Approved
484,14-03-2017,14-03-2017,13-12-2016,Earned Leave Intern COE,Going out of town,Not Available,Forex Intern,Approved
484,28-03-2017,28-03-2017,13-12-2016,Earned Leave Intern COE,Went out with family.,Not Available,Forex Intern,Approved
477,06-02-2017,06-02-2017,07-12-2016,Earned Leave Intern COE,Family occasion,Not Available,Forex Intern,Approved
477,22-02-2017,22-02-2017,07-12-2016,Earned Leave Intern COE,personel important work,Not Available,Forex Intern,Approved
658,13-04-2017,13-04-2017,13-12-2016,Earned Leave Intern COE,Fever,Not Available,Forex Intern,Approved
658,14-03-2017,14-03-2017,13-12-2016,Earned Leave Intern COE,Fever,Not Available,Forex Intern,Approved
130,11-04-2017,11-04-2017,01-09-2016,Sick Leave Confirmed COE,Personal Reason,null,Trainee Dealer,Approved
130,10-04-2017,10-04-2017,01-09-2016,Casual Leave Confirmed COE,Personal  Reason,null,Trainee Dealer,Approved
130,27-02-2017,28-02-2017,01-09-2016,Earned Leave Confirmed COE,"Hi sir,I would like to inform you  that we have Pooja in my home on 27  february 2017 .so i have  to go my hometown Kindly grant me 2 days leave.I will be very thankful to you.",null,Trainee Dealer,Rejected
590,02-03-2017,02-03-2017,09-12-2016,Earned Leave Intern COE,Took second half day leave as i have an appointment with my dentist ,Not Available,Forex Intern,Approved
173,27-03-2017,27-03-2017,19-02-2016,Sick Leave Confirmed COE,I am not feeling well,null,Trainee Dealer,Approved
173,17-04-2017,17-04-2017,19-02-2016,Earned Leave Confirmed COE,I Have some personal work.,null,Trainee Dealer,Approved
173,09-03-2017,09-03-2017,19-02-2016,Earned Leave Confirmed COE,I have some personal work.,null,Trainee Dealer,Approved
173,20-03-2017,20-03-2017,19-02-2016,Earned Leave Confirmed COE,I am not feeling well,null,Trainee Dealer,Approved
173,17-02-2017,17-02-2017,19-02-2016,Earned Leave Confirmed COE,I am not feeling well,null,Trainee Dealer,Rejected
173,27-01-2017,27-01-2017,19-02-2016,Earned Leave Confirmed COE,I have to go to my hometown to attend family function,null,Trainee Dealer,Rejected
140,23-03-2017,23-03-2017,19-10-2015,Earned Leave Confirmed COE,Personal work,null,Trainee Dealer,Approved
140,11-01-2017,11-01-2017,19-10-2015,Earned Leave Confirmed COE,I have some personal work due to which I will not able to come today.,null,Trainee Dealer,Pending
153,18-01-2017,18-01-2017,15-02-2016,Earned Leave Intern COE,Wedding ceremony of cousin,null,Trainee Dealer,Rejected
858,17-04-2017,17-04-2017,15-03-2017,Earned Leave Intern COE,out of town,Finance,Forex Intern,Approved
427,05-04-2017,05-04-2017,29-11-2016,Earned Leave Intern COE,not well,Not Available,Forex Intern,Approved
427,17-04-2017,17-04-2017,29-11-2016,Earned Leave Intern COE,Unwell,Not Available,Forex Intern,Approved
427,02-01-2017,02-01-2017,29-11-2016,Earned Leave Intern COE,sick with cold and fever,Not Available,Forex Intern,Approved
427,10-01-2017,10-01-2017,29-11-2016,Earned Leave Intern COE,Urgent bank work that needs to be done tomorrow itself,Not Available,Forex Intern,Approved
427,14-03-2017,14-03-2017,29-11-2016,Earned Leave Intern COE,Went to Mumbai University,Not Available,Forex Intern,Approved
427,01-02-2017,01-02-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Approved
427,20-02-2017,20-02-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Approved
427,28-02-2017,01-03-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,not well,Not Available,Forex Intern,Approved
427,31-01-2017,31-01-2017,29-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,went to university,Not Available,Forex Intern,Approved
18,12-01-2017,12-01-2017,07-09-2015,Sick Leave Confirmed VHR,Health issue,IT,Sr IT Sp Specialist,Approved
18,24-02-2017,24-02-2017,07-09-2015,Earned Leave Confirmed VHR,Personal emergency,IT,Sr IT Sp Specialist,Approved
18,27-03-2017,31-03-2017,07-09-2015,Earned Leave Confirmed VHR,To attend family function,IT,Sr IT Sp Specialist,Approved
18,02-03-2017,02-03-2017,07-09-2015,Earned Leave Confirmed VHR,personal,IT,Sr IT Sp Specialist,Rejected
18,08-12-2016,08-12-2016,07-09-2015,Casual Leave Confirmed VHR,To attend grandfathers funeral ,IT,Sr IT Sp Specialist,Rejected
18,09-12-2016,15-12-2016,07-09-2015,Casual Leave Confirmed VHR,To attend grandfathers funaral,IT,Sr IT Sp Specialist,Rejected
854,23-03-2017,23-03-2017,15-03-2017,Earned Leave Intern COE,I was go at  passport Office for my passport work,Finance,Forex Intern,Approved
854,10-04-2017,13-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid-Sem Exam In college ,Finance,Forex Intern,Approved
854,28-03-2017,28-03-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,I was go at police station for passport verification,Finance,Forex Intern,Approved
635,10-04-2017,10-04-2017,25-01-2017,Earned Leave Intern COE,sickness and i had fever,Not Available,Forex Intern,Approved
635,17-03-2017,17-03-2017,25-01-2017,Earned Leave Intern COE,second semester viva in welingkar college,Not Available,Forex Intern,Approved
635,07-04-2017,07-04-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,to collect second semester hall ticket form college ,Not Available,Forex Intern,Approved
635,28-03-2017,28-03-2017,25-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,workshop and presentation at college,Not Available,Forex Intern,Approved
635,28-04-2017,28-04-2017,25-01-2017,Earned Leave Intern COE,sickness ,Not Available,Forex Intern,Pending
147,17-02-2017,20-02-2017,24-11-2015,Earned Leave Confirmed COE,Out of town (Family Function),null,Trainee Dealer,Rejected
147,17-01-2017,17-01-2017,24-11-2015,Casual Leave Confirmed COE,Attend Cousin wedding Reception,null,Trainee Dealer,Rejected
147,28-04-2017,28-04-2017,24-11-2015,Sick Leave Confirmed COE,Feeling Sick,null,Trainee Dealer,Pending
631,04-04-2017,04-04-2017,19-01-2017,Earned Leave Intern COE,Bank work,Not Available,Forex Intern,Approved
631,20-02-2017,20-02-2017,19-01-2017,Earned Leave Intern COE,Hospitalization,Not Available,Forex Intern,Approved
631,27-03-2017,27-03-2017,19-01-2017,Earned Leave Intern COE,College Project Fair,Not Available,Forex Intern,Approved
631,05-04-2017,07-04-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,College Test,Not Available,Forex Intern,Approved
631,11-04-2017,12-04-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Medical reason,Not Available,Forex Intern,Approved
631,13-04-2017,13-04-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,College tests,Not Available,Forex Intern,Approved
631,21-02-2017,28-02-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Rest after Hospitalization. Medical certi has been submitted,Not Available,Forex Intern,Approved
631,01-03-2017,10-03-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Rest after Hospitalization. Medical certi has been submitted,Not Available,Forex Intern,Approved
631,13-03-2017,17-03-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Rest after Hospitalization. Medical certi has been submitted,Not Available,Forex Intern,Approved
631,29-03-2017,30-03-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Side effects of medicines,Not Available,Forex Intern,Approved
631,10-04-2017,10-04-2017,19-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Not in town,Not Available,Forex Intern,Rejected
469,08-02-2017,08-02-2017,01-12-2016,Earned Leave Intern COE,Have to attend funeral,Not Available,Intern,Approved
469,10-01-2017,10-01-2017,01-12-2016,Earned Leave Intern COE,not well,Not Available,Intern,Approved
469,20-01-2017,20-01-2017,01-12-2016,Earned Leave Intern COE,Have to visit doctor ,Not Available,Intern,Approved
469,14-03-2017,14-03-2017,01-12-2016,Earned Leave Intern COE,going out of town for personal work,Not Available,Intern,Approved
469,13-04-2017,14-04-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,on occasion of maundy Thursday and good Friday,Not Available,Intern,Approved
469,03-05-2017,03-05-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,have to attend cma classes ,Not Available,Intern,Pending
126,23-01-2017,25-01-2017,01-09-2016,Earned Leave Confirmed COE,Cousin's Marriage,null,Trainee Dealer,Rejected
126,27-01-2017,27-01-2017,01-09-2016,Earned Leave Confirmed COE,Cousin's Marriage,null,Trainee Dealer,Rejected
126,30-01-2017,31-01-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,bad health,null,Trainee Dealer,Rejected
126,31-01-2017,01-02-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,This is to inform you that i had applied for a full day leave on 31-1-2017  but i took only half day i.e.first half.Kindly consider this ,null,Trainee Dealer,Rejected
591,19-04-2017,19-04-2017,09-12-2016,Earned Leave Intern COE,Family function,Not Available,Forex Intern,Approved
591,21-04-2017,21-04-2017,09-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,"unwell,fever High, unconciousness",Not Available,Forex Intern,Approved
591,24-04-2017,24-04-2017,09-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not well,Not Available,Forex Intern,Approved
194,18-04-2017,18-04-2017,01-06-2016,Earned Leave Intern COE,not feeling well ,null,Forex Intern,Approved
194,11-01-2017,11-01-2017,01-06-2016,Earned Leave Intern COE,passport viza work ,null,Forex Intern,Approved
428,13-04-2017,13-04-2017,28-11-2016,Earned Leave Intern COE,Family function,Not Available,Forex Intern,Approved
428,25-04-2017,25-04-2017,28-11-2016,Earned Leave Intern COE,Not well,Not Available,Forex Intern,Approved
428,15-03-2017,15-03-2017,28-11-2016,Earned Leave Intern COE,Personal work,Not Available,Forex Intern,Approved
127,27-03-2017,28-03-2017,01-09-2016,Earned Leave Confirmed COE,Beacause of Family Function at home,null,Trainee Dealer,Approved
127,10-02-2017,10-02-2017,01-09-2016,Earned Leave Confirmed COE,I want half day leave because of some family issue and emergency,null,Trainee Dealer,Rejected
127,13-02-2017,03-03-2017,01-09-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Due to Marriage,null,Trainee Dealer,Rejected
145,17-04-2017,17-04-2017,02-11-2015,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Approved
145,19-01-2017,19-01-2017,02-11-2015,Earned Leave Confirmed COE,Personal Reason,null,Trainee Dealer,Rejected
53,07-12-2016,08-12-2016,19-09-2016,Casual Leave Confirmed VHR,cousin's marriage ,Tech Infra,Product Development Intern,Approved
53,06-02-2017,07-02-2017,19-09-2016,Leave Without Pay LWP VHR Confirmed Employees,cousin's marriage ,Tech Infra,Product Development Intern,Approved
636,07-04-2017,07-04-2017,18-01-2017,Earned Leave Intern COE,Personal work ,Not Available,Forex Intern,Approved
636,17-04-2017,17-04-2017,18-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
636,10-03-2017,10-03-2017,18-01-2017,Earned Leave Intern COE,Family Function,Not Available,Forex Intern,Approved
636,22-03-2017,22-03-2017,18-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,personal work,Not Available,Forex Intern,Approved
636,28-03-2017,28-03-2017,18-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Family Function ,Not Available,Forex Intern,Approved
636,03-05-2017,03-05-2017,18-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Family Function ,Not Available,Forex Intern,Pending
608,24-04-2017,24-04-2017,02-01-2017,Earned Leave Intern COE,family function,Not Available,Forex Intern,Approved
